# t dt_minus dt_plus flux dflux_minus dflux_plus ind dind_minus dind_plus NH dNH_minus dNH_plus observ
59274.19509457793 0.000856080439493612 0.000856080439493612 -10.35837927 0.28909228999999925 0.23903181000000018 1.110645828 0.5275677871 1.3605626769999999 0.0 0.0 0.0 00030966113_API_2021.gz
59333.579940398995 0.10907091192142279 0.10907091192142279 -10.9322586 0.0748239299999991 0.07516844000000056 1.373958355 0.30482953700000004 0.327890008 0.6786215277 0.26627767339999997 0.33696901430000004 00030966130_API_2021.gz
59301.57402403326 0.24208696655101247 0.24208696655101247 -10.54137445 0.07672670000000004 0.07766019999999862 1.624882511 0.36652876199999995 0.39584785600000005 1.007000938 0.39364071320000005 0.4881092519999999 00095944018_API_2021.gz
59280.40235078888 0.04014028338163539 0.04014028338163539 -10.64087933 0.09756619000000022 0.09775474000000095 1.416470329 0.4025822830000001 0.47305303100000007 0.6244405312 0.3324914719 0.5276502448000001 00030966116_API_2021.gz
59248.66635506567 0.04419115196775507 0.04419115196775507 -10.68123562 0.05966616999999985 0.0601366100000007 1.675409731 0.24032875199999992 0.25295381799999994 0.5633896215 0.16215151270000006 0.1891611767 00030966106_API_2021.gz
59277.553800656984 0.03662480069393361 0.03662480069393361 -10.48462868 0.056721809999999095 0.05714683000000065 1.523148544 0.25277887100000007 0.26978613799999995 0.7458087541 0.23744866740000004 0.2859931578999999 00095944006_API_2021.gz
59245.847536600224 0.1449445185672354 0.1449445185672354 -10.64289798 0.1367000799999989 0.13747350000000047 1.385545313 0.5233827070999999 0.6154411420000001 0.5394226798 0.36898786250000004 0.6345888761999999 00030966105_API_2021.gz
59282.86268284032 0.10618825972149218 0.10618825972149218 -10.79404171 0.153011639999999 0.15969439999999935 1.96261116 0.749665614 0.9044686740000001 0.9650264382 0.6493276036 1.0449425077999999 00030966117_API_2021.gz
59268.59517271671 0.039684708101192005 0.039684708101192005 -10.48393446 0.05862580999999878 0.05831623000000086 1.465433541 0.25876607799999984 0.29664669900000007 0.6792749084 0.24088297270000003 0.3354206086 00030966111_API_2021.gz
59323.81892745798 0.03598781001995559 0.03598781001995559 -11.00102112 0.08883754999999915 0.09064870999999997 2.022795349 0.4245833689999998 0.4673039280000002 1.031060319 0.3716258979000001 0.476151137 00030966122_API_2021.gz
59241.395586254905 0.004556089120192661 0.004556089120192661 -10.64877815 0.09507417000000018 0.09615063000000035 1.57250412 0.39953680800000013 0.437951505 0.7751325761 0.33926885329999995 0.44582632489999996 00030966104_API_2021.gz
59237.51937032118 0.039777968817700946 0.039777968817700946 -10.69042578 0.06956921999999999 0.0696816499999997 1.30863374 0.2837925520000002 0.301784555 0.7523539394 0.26775059779999993 0.3280664636 00030966101_API_2021.gz
