88540012.88407436, 1.8948138038111013e-10
88540012.88407436, 2.1797317080605512e-10
88540012.88407436, 2.50749192853052e-10
79077859.62758514, 2.1988992097307259e-10
99134371.09237887, 2.1797317080605512e-10
132075971.91025263, 1.509062490458905e-10
132075971.91025263, 1.7821759157825316e-10
133229242.74889202, 2.032285838418864e-10
100873187.47078618, 1.7821759157825316e-10
174440623.5603784, 1.7821759157825316e-10
236482320.5345593, 1.2018434716538877e-10
236482320.5345593, 1.300374489690798e-10
236482320.5345593, 1.444427730357069e-10
175963817.2292689, 1.3349816162713745e-10
315063604.88320094, 1.3349816162713745e-10
423422119.2285551, 7.623058938307521e-11
423422119.2285551, 8.541987574720738e-11
416123318.2849658, 9.740767017622048e-11
317814700.80604833, 8.769317199833857e-11
554397945.8526217, 8.617101663532534e-11
745069723.9876287, 3.2893513598980986e-11
745069723.9876287, 3.953285457869367e-11
745069723.9876287, 4.668759694030687e-11
554397945.8526217, 4.023117692606531e-11
992650751.2199777, 4.094183468675436e-11
1322501078.9915645, 1.223073260477459e-11
1322501078.9915645, 1.878296972758311e-11
1334048992.714331, 2.4424894674383593e-11
1010061840.4843804, 1.845693980469815e-11
1761958172.8863878, 1.845693980469815e-11
2367941114.087733, 2.6427326600397655e-11
2367941114.087733, 1.4699426134592748e-11
2367941114.087733, 2.2772696001100423e-11
1777343370.8925176, 1.457129326077174e-11
3127481240.6938496, 1.482868574665579e-11
4203102847.3538017, 2.032285838418864e-11
4166719574.090052, 1e-11
4166719574.090052, 1.7666409336918835e-11
3154790015.038764, 1.0087935141739247e-11
5599762095.486589, 1.0176643542393724e-11
7143160605.38358, 3.2606785369666696e-11
7460520635.55624, 1.9452408628429244e-11
7331918815.807991, 2.6427326600397655e-11
5599762095.486589, 1.979602286525084e-11
9939595147.876406, 1.9452408628429244e-11
53686250712.10675, 5.760448175015883e-12
54627907283.93784, 3.750977738563748e-12
54627907283.93784, 4.963836755162211e-12
9939595147.876406, 3.718280982045496e-12
295059052475.57117, 3.718280982045496e-12
