# t dt_minus dt_plus flux dflux_minus dflux_plus ind dind_minus dind_plus NH dNH_minus dNH_plus observ
60526.149186441035 0.13635565104777925 0.1363556510405033 -10.27198585 0.08393200000000078 0.08413039999999938 1.251361343 0.3403128139999999 0.3660612780000001 0.6778123926 0.31494201510000003 0.40151652540000005 00030966136_API.gz
60479.05764725756 0.04108804294082802 0.04108804294082802 -10.78081697 0.062026709999999596 0.06238334999999928 1.4790314 0.268033349 0.28714072699999993 0.7183525905 0.2460553446 0.30232366050000004 00097301010_API.gz
60531.241995082055 0.039393787570588756 0.039393787570588756 -10.52187754 0.0703552700000003 0.07062610000000014 1.37442367 0.299480811 0.32271627699999983 0.8014475481 0.29617562259999997 0.3732665139000001 00030966138_API.gz
60473.369811446406 0.33380243548890576 0.33380243548890576 -10.34702382 0.049837219999998794 0.04988028 1.288605702 0.20240117199999985 0.21256491100000008 0.6590128231 0.1855376063 0.217025009 00097301006_API.gz
60503.55407452973 0.3258997845550766 0.3258997845623526 -10.74393464 0.1263884399999995 0.13056876000000095 1.741860084 0.50805531 0.5620985710000002 0.6934549844 0.33639816899999997 0.43029227159999994 00016683003_API.gz
60512.490049759646 0.06773303599766223 0.06773303599766223 -10.37205534 0.11423242000000045 0.10845051999999988 1.222245341 0.4265355986 0.62668097 0.5479547883 0.3398165018 0.7703859556999999 00016683006_API.gz
60521.28910949738 0.1332552320600371 0.1332552320600371 -10.48435531 0.05638981000000065 0.0564638999999989 1.279756247 0.24274735199999986 0.2579173560000001 0.778734611 0.25419162129999995 0.30722570100000013 00097301025_API.gz
60500.47522994294 0.33114405516244005 0.3311440551551641 -11.08882256 0.12200979999999895 0.1301599600000003 2.183370452 0.713487465 0.7939478279999999 1.825979708 0.8621243517 1.082805378 00016683002_API.gz
60519.94594542319 0.0423882268514717 0.0423882268514717 -10.35989343 0.058301399999999504 0.058257799999999804 1.100289486 0.2448899964000001 0.259380242 0.7760892161 0.26826581800000004 0.3250511599 00097781006_API.gz
60515.60809344289 0.36774416863772785 0.3677441686304519 -10.47303778 0.049755489999999014 0.04982444000000008 1.273649085 0.199778695 0.2094488670000001 0.6410270679 0.17977062829999996 0.21095190240000006 00097301024_API.gz
60515.6679924512 0.23074011944117956 0.23074011944117956 -10.51840242 0.15051939000000125 0.1532130399999989 1.401472783 0.6312068773 0.806759553 0.9615001901 0.6179365391 1.1774992989000002 00016683007_API.gz
60508.905378089854 0.03571801596990554 0.035718015977181494 -10.19930942 0.08858571000000026 0.0892539499999998 1.482078043 0.37981887000000003 0.426264196 0.7564103403 0.3462520701 0.4845395847 00097781003_API.gz
60476.46201326937 0.008967114699771628 0.008967114699771628 -10.63600948 0.08129920999999918 0.08118340000000046 1.169292709 0.31261024420000005 0.3379349169999999 0.4980386566 0.25310404870000003 0.33526812910000003 00097301009_API.gz
60523.48794664715 0.36636771423218306 0.366367714239459 -10.39809505 0.05015004000000012 0.05034150000000004 1.400537099 0.2160577589999999 0.2267595050000002 0.75657919 0.21181565179999995 0.24582419099999997 00097301026_API.gz
60524.076141723184 0.038083534949691966 0.038083534956967924 -10.37737946 0.044907300000000205 0.04481619999999964 1.129438562 0.1859195185 0.19603725599999988 0.659127619 0.19082632090000007 0.22711042679999993 00030966134_API.gz
60509.59776546099 0.0718259591885726 0.0718259591885726 -10.37071526 0.098404519999999 0.10056012000000081 1.641103117 0.4303886549999998 0.4862739810000003 0.8175930687 0.36958566750000005 0.5064628032999999 00016683005_API.gz
60506.32676642842 0.06919023519003531 0.06919023518275935 -10.54328495 0.055586429999999964 0.05626589999999965 1.878517271 0.27270154299999994 0.2888433819999998 1.06441393 0.27450474029999994 0.31840108899999997 00097301021_API.gz
60501.58168392874 0.0691520608816063 0.0691520608816063 -11.07174104 0.07614134000000128 0.07732331999999964 1.877500477 0.37547149199999996 0.411442004 1.148798803 0.3912582056 0.49543498799999997 00097301016_API.gz
60467.59046636254 0.009663552082201932 0.009663552082201932 -11.35955112 0.12666670999999852 0.13049979 2.06238874 0.7160909039999999 0.8311268480000003 2.019291765 0.9883971080000002 1.3701009599999998 00097301003_API.gz
60502.411021054446 0.16065119074482936 0.1606511907375534 -10.88573116 0.06575893999999849 0.06650852000000107 1.786550479 0.2960550559999999 0.3174052690000002 0.821902748 0.2533211663 0.3071848170000001 00097301017_API.gz
60484.25466474953 0.23087537472019903 0.23087537472019903 -10.76004148 0.08382920000000027 0.08532881000000003 1.836181473 0.4177147339999998 0.458688011 1.179604305 0.45204995020000005 0.5735989639999999 00097301012_API.gz
60509.23252926087 0.0342756204190664 0.0342756204190664 -10.20390213 0.06424149000000057 0.0642423499999989 1.27616092 0.23756691099999983 0.253608984 0.4105536568 0.1628843698 0.20795452550000004 00097781004_API.gz
60499.58410983205 0.23963792910217308 0.23963792910217308 -11.06602987 0.08316880000000104 0.08554419000000024 2.311528186 0.506377087 0.576901881 1.656377205 0.6073080670000002 0.7973851060000001 00097301015_API.gz
60511.51598123534 0.06934547696437221 0.06934547697164817 -10.44540201 0.05414414999999906 0.0545928 1.710886155 0.25367035400000004 0.27001769600000003 1.00023929 0.2605352620999999 0.30844619800000017 00097301022_API.gz
60507.502341037034 0.20613987772958353 0.20613987772958353 -10.33223173 0.04098107999999989 0.041108369999999894 1.459631008 0.1762952339999999 0.18486200100000016 0.6980970153 0.162896178 0.1881813552 00097781001_API.gz
60513.509208034026 0.042307739073294215 0.04230773906601826 -10.37456627 0.07371712999999858 0.07408292000000039 1.376535286 0.33197352999999996 0.36268115199999995 0.8326943884 0.3528343656 0.4557313385999999 00097301023_API.gz
60504.41185427013 0.07507648059981875 0.07507648059981875 -10.66370478 0.05786243000000013 0.05815375999999972 1.481748432 0.2391566490000001 0.25349559899999985 0.6137867114 0.19583874489999997 0.23598272640000006 00097301019_API.gz
60518.11024732638 0.04267824902490247 0.04267824902490247 -10.3705577 0.042861529999999703 0.042936570000000174 1.276439025 0.18012758299999998 0.18894331799999997 0.6925175788 0.17574321920000002 0.20469746200000005 00097781005_API.gz
60474.2344491349 0.003192164353094995 0.003192164353094995 -10.54419649 0.11115977000000044 0.11152395999999953 1.473657681 0.42714147199999997 0.475767061 0.5059585875 0.2882252437 0.40416448120000004 00097301007_API.gz
60472.215054245986 0.1017515376152005 0.1017515376152005 -10.39296386 0.052736140000000375 0.05281193999999978 1.315304756 0.20920459499999988 0.22069035299999995 0.5452600962 0.17250932540000002 0.20635058369999992 00097301005_API.gz
60532.22722462789 0.03750022979511414 0.03750022979511414 -10.44584823 0.05579027000000103 0.05611710999999886 1.333151675 0.264881809 0.27962201799999997 0.9891365623 0.3279069872 0.38401278270000005 00030966139_API.gz
