x, y
0.40156094298661066, 1.7814912723757316e-12
0.441349987278908, 1.7307905451861096e-12
0.48770750339860164, 2.2770196117090777e-12
0.5360324607763907, 2.2606429521288087e-12
0.5907382283554478, 1.4140677558906797e-12
0.6475218028848675, 1.5644344352347043e-12
0.7116821106667757, 1.5531827929345048e-12
0.7885599228474129, 1.5644344352347043e-12
0.8690378397985012, 1.1721022975334794e-12
0.9500045254250917, 1.6336768096575933e-12
1.0469589648851256, 1.873817422860387e-12
1.1600542829448472, 9.576156226166942e-13
1.2681344448613334, 7.601122696905621e-13
1.401333866327381, 8.229254650353859e-13
1.540186352480288, 6.723357536499336e-13
1.692797168017877, 8.111308307896856e-13
1.8756576626014292, 6.210169418915604e-13
2.0559516431899354, 6.121161750527588e-13
2.265775526958511, 5.336699231206301e-13
2.4970133687574525, 3.5111917342151276e-13
2.7518506090156087, 6.920307489342813e-13
3.0082355590693024, 6.626994565105989e-13
3.3242077635349245, 3.6931599658087155e-13
3.6535900210731036, 3.338189384851365e-13
4.03734749966937, 5.184818312107759e-13
5.051260492074378, 2.2606429521288088e-13
8.057742128952452, 2.343721241469984e-13
