x,y
-105.3897978825794, 0.11290322580645162
-105.77478344562078, 0.16666666666666663
-105.3897978825794, 0.22401433691756267
-100.1924927815207, 0.2813620071684588
-99.8075072184793, 0.3817204301075269
-99.8075072184793, 0.5089605734767024
-77.47834456207892, 0.09856630824372759
-77.47834456207892, 0.1362007168458781
-78.055822906641, 0.17562724014336917
-70.16361886429259, 0.10752688172043012
-69.9711260827719, 0.12724014336917566
-69.9711260827719, 0.1630824372759857
-55.53416746871993, 0.16129032258064513
-55.34167468719923, 0.19354838709677424
-55.72666025024062, 0.2437275985663082
-48.989412897016365, 0.2455197132616488
-48.60442733397498, 0.26881720430107525
-49.181905678537056, 0.2992831541218638
-42.25216554379211, 0.3369175627240143
-42.05967276227142, 0.3530465949820788
-42.25216554379211, 0.3763440860215054
-35.514918190567855, 0.40501792114695345
-35.32242540904717, 0.46953405017921146
-34.93743984600577, 0.5268817204301075
-30.317613089509152, 0.8422939068100359
-30.510105871029836, 0.9498207885304659
-30.125120307988453, 1.075268817204301
-20.885466794995196, 0.21326164874551967
-20.885466794995196, 0.2437275985663082
-20.885466794995196, 0.26881720430107525
-14.340712223291632, 0.27419354838709675
-14.148219441770934, 0.3100358422939068
-14.148219441770934, 0.3315412186379928
-7.025986525505303, 0.4086021505376344
-7.025986525505303, 0.44802867383512546
-7.410972088546686, 0.4713261648745519
-1.4436958614052031, 0.20430107526881724
-1.0587102983638204, 0.2329749103942652
-1.2512030798845046, 0.27956989247311825
8.180943214629451, 0.1469534050179212
8.180943214629451, 0.22580645161290325
7.988450433108753, 0.30645161290322576
13.955726660250235, 0.17741935483870963
14.148219441770934, 0.1953405017921147
13.955726660250235, 0.22580645161290325
20.692974013474483, 0.7455197132616487
21.07795957651588, 0.7885304659498208
20.692974013474483, 0.8243727598566308
27.81520692974013, 0.6684587813620071
27.81520692974013, 0.7275985663082437
27.81520692974013, 0.785985663082437
34.35996150144368, 0.5931899641577061
34.167468719922994, 0.6594982078853047
34.167468719922994, 0.7473118279569892
41.67468719923002, 0.7544802867383512
41.48219441770934, 0.8100358422939068
42.2521655437921, 0.8817204301075269
48.79692011549565, 0.6845878136200717
48.989412897016365, 0.7616487455197133
48.79692011549565, 0.8405017921146953
64.38883541867179, 0.3315412186379928
64.96631376323387, 0.3817204301075269
64.77382098171319, 0.4336917562724014
70.74109720885465, 0.2007168458781362
70.74109720885465, 0.23476702508960579
70.35611164581329, 0.2616487455197133
75.93840230991336, 0.14516129032258063
77.09335899903752, 0.1845878136200717
76.51588065447544, 0.2275985663082437
98.07507218479307, 0.08602150537634412
98.07507218479307, 0.10215053763440862
98.07507218479307, 0.12724014336917566
