81654559.46729313, 3.607410557481244e-11
81654559.46729313, 9.584066434831618e-11
146230065.59796992, 2.8679037751284172e-11
149981992.82153425, 5.6593626944123124e-11
255323309.16466317, 1.907404506716173e-11
253176261.65825668, 3.894089277016929e-11
468974408.4363559, 1.0345706356238567e-11
465030740.55308855, 2.7957250960165178e-11
771845830.3212609, 6.213809483529179e-12
778391426.8731179, 2.2415761933060145e-11
1954130418.9724996, 2.3190689071079084e-12
1987414749.346484, 1.5957028823666955e-11
