x, y
0.04045573702155295, -0.19818456883509827
0.0467681460186062, -0.3570347957639939
0.05433648878404075, -0.5234493192133132
0.06636617586931051, -0.735249621785174
0.08650275981745792, -1.0453857791225416
0.11162728769838384, -1.340393343419062
0.13840116211823716, -1.6127080181543116
0.17245686288216414, -1.8850226928895613
0.20750165390927836, -2.1119515885022695
0.2447243148649484, -2.338880484114977
0.30800702882410225, -2.59606656580938
0.3743212387742902, -2.845688350983359
0.45948471893005044, -3.0953101361573374
0.5988999028611841, -3.239031770045386
0.7462682888430952, -3.465960665658094
0.9439519199864188, -3.6853252647503782
1.4223388761245883, -4.139183055975794
1.9392271179788558, -4.487140695915279
2.670527360879728, -4.857791225416037
3.6960409021430345, -5.236006051437217
5.324116500677877, -5.704992435703479
6.90493094190561, -6.015128593040847
7.479997082905539, -5.803328290468986
9.749550620063266, -6.128593040847202
0.5206616457517366, -3.2465960665658096
0.5500988955706144, -3.1482602118003027
