x, y
0.04060019057796685, -0.1965566714490674
0.0444204079657536, -0.296987087517934
0.05095560920038392, -0.44763271162123386
0.06070793229826021, -0.6413199426111909
0.07405874980249263, -0.8565279770444764
0.08991907138207031, -1.0932568149210904
0.10763679422886543, -1.3012912482065997
0.12642929091357566, -1.4949784791965568
0.14991519247394755, -1.7101865136298422
0.17035077160783507, -1.8680057388809184
0.20104188661203648, -2.0760401721664277
0.22844676343131068, -2.2338593974175036
0.2583616023697846, -2.406025824964132
0.3020364926974539, -2.5710186513629845
0.34647258300760114, -2.7575322812051652
0.42467364280829023, -3.0014347202295553
0.5355188125064136, -3.2883787661406028
0.5380594092123803, -3.1305595408895264
0.7181507798233085, -3.4820659971305594
0.7215578151374686, -3.431850789096126
0.8637341208982717, -3.6398852223816354
0.8678318295335941, -3.582496413199426
1.3099778145441108, -4.070301291248207
1.77343731381891, -4.436154949784791
2.1430671550524094, -4.615494978479196
2.846857229876918, -4.938307030129125
3.854052169834559, -5.318507890961262
5.071500816141215, -5.641319942611191
5.872958769319728, -5.835007173601148
7.09703407243823, -6.0645624103299856
7.09703407243823, -5.9354375896700144
7.063523458037928, -5.763271162123386
8.336117698377402, -5.94261119081779
9.837987895704364, -6.136298421807748
